Subject,Age,Handedness,Sex,condition1correct,respond3.RT,respond3.ACC,Cue
15,23,right,female,Low-Shape-Mismatched,551,0,No_cue
15,23,right,female,Low-Shape-Mismatched,514,1,Alter_cue
15,23,right,female,High-shape_Mismatched,333,0,Alter_cue
15,23,right,female,High-shape_Mismatched,387,0,No_cue
15,23,right,female,Low-Shape-Mismatched,321,0,Alter_cue
15,23,right,female,High-shape_Mismatched,648,1,No_cue
15,23,right,female,High-shape_Mismatched,462,1,Alter_cue
15,23,right,female,Low-Shape-Mismatched,471,0,No_cue
15,23,right,female,High-shape_Matched,413,1,Alter_cue
15,23,right,female,High-shape_Mismatched,542,1,Alter_cue
15,23,right,female,Low-Shape-Matched,516,1,Alter_cue
15,23,right,female,Low-Shape-Matched,350,1,Alter_cue
15,23,right,female,High-shape_Mismatched,463,0,Alter_cue
15,23,right,female,Low-Shape-Matched,602,0,No_cue
15,23,right,female,Low-Shape-Matched,879,1,No_cue
15,23,right,female,High-shape_Matched,524,1,No_cue
15,23,right,female,High-shape_Matched,292,1,No_cue
15,23,right,female,High-shape_Matched,390,1,Alter_cue
15,23,right,female,Low-Shape-Matched,651,1,No_cue
15,23,right,female,Low-Shape-Matched,410,1,Alter_cue
15,23,right,female,Low-Shape-Mismatched,543,1,No_cue
15,23,right,female,High-shape_Mismatched,411,0,Alter_cue
15,23,right,female,Low-Shape-Matched,560,1,Alter_cue
15,23,right,female,Low-Shape-Mismatched,502,1,No_cue
15,23,right,female,High-shape_Mismatched,755,1,Alter_cue
15,23,right,female,Low-Shape-Matched,674,1,No_cue
15,23,right,female,Low-Shape-Matched,453,1,No_cue
15,23,right,female,High-shape_Mismatched,574,1,Alter_cue
15,23,right,female,Low-Shape-Matched,643,1,No_cue
15,23,right,female,Low-Shape-Matched,397,1,No_cue
15,23,right,female,High-shape_Mismatched,348,0,Alter_cue
15,23,right,female,Low-Shape-Matched,447,0,No_cue
15,23,right,female,High-shape_Mismatched,778,1,Alter_cue
15,23,right,female,High-shape_Matched,442,1,No_cue
15,23,right,female,High-shape_Mismatched,517,1,No_cue
15,23,right,female,Low-Shape-Mismatched,589,0,Alter_cue
15,23,right,female,Low-Shape-Mismatched,533,1,No_cue
15,23,right,female,High-shape_Matched,456,1,No_cue
15,23,right,female,High-shape_Matched,395,1,No_cue
15,23,right,female,Low-Shape-Matched,569,1,No_cue
15,23,right,female,Low-Shape-Matched,352,1,Alter_cue
15,23,right,female,High-shape_Matched,701,1,Alter_cue
15,23,right,female,Low-Shape-Matched,623,1,Alter_cue
15,23,right,female,High-shape_Mismatched,441,0,No_cue
15,23,right,female,Low-Shape-Mismatched,559,1,Alter_cue
15,23,right,female,High-shape_Matched,325,1,Alter_cue
15,23,right,female,High-shape_Mismatched,462,0,No_cue
15,23,right,female,High-shape_Mismatched,773,1,Alter_cue
15,23,right,female,Low-Shape-Mismatched,496,1,Alter_cue
15,23,right,female,High-shape_Matched,526,1,Alter_cue
15,23,right,female,Low-Shape-Mismatched,352,1,Alter_cue
15,23,right,female,High-shape_Mismatched,351,0,Alter_cue
15,23,right,female,High-shape_Mismatched,358,0,No_cue
15,23,right,female,Low-Shape-Matched,436,0,Alter_cue
15,23,right,female,Low-Shape-Mismatched,548,0,No_cue
15,23,right,female,Low-Shape-Mismatched,536,1,No_cue
15,23,right,female,Low-Shape-Matched,680,1,Alter_cue
15,23,right,female,High-shape_Mismatched,548,1,No_cue
15,23,right,female,High-shape_Mismatched,578,1,Alter_cue
15,23,right,female,High-shape_Mismatched,488,1,No_cue
15,23,right,female,Low-Shape-Mismatched,660,1,Alter_cue
15,23,right,female,High-shape_Mismatched,649,1,No_cue
15,23,right,female,Low-Shape-Mismatched,544,1,No_cue
15,23,right,female,High-shape_Matched,704,1,No_cue
15,23,right,female,Low-Shape-Mismatched,548,1,Alter_cue
15,23,right,female,High-shape_Mismatched,720,1,No_cue
15,23,right,female,Low-Shape-Matched,581,1,No_cue
15,23,right,female,Low-Shape-Mismatched,490,1,No_cue
15,23,right,female,High-shape_Mismatched,533,0,No_cue
15,23,right,female,High-shape_Matched,511,1,No_cue
15,23,right,female,High-shape_Mismatched,653,1,Alter_cue
15,23,right,female,High-shape_Matched,548,1,Alter_cue
15,23,right,female,Low-Shape-Matched,674,1,Alter_cue
15,23,right,female,Low-Shape-Matched,689,0,No_cue
15,23,right,female,Low-Shape-Mismatched,562,1,No_cue
15,23,right,female,Low-Shape-Mismatched,881,1,Alter_cue
15,23,right,female,High-shape_Matched,398,1,Alter_cue
15,23,right,female,High-shape_Matched,527,1,No_cue
15,23,right,female,High-shape_Mismatched,558,1,No_cue
15,23,right,female,Low-Shape-Mismatched,447,1,Alter_cue
15,23,right,female,Low-Shape-Mismatched,416,1,Alter_cue
15,23,right,female,Low-Shape-Mismatched,452,1,No_cue
15,23,right,female,Low-Shape-Matched,500,1,No_cue
15,23,right,female,Low-Shape-Mismatched,564,1,No_cue
15,23,right,female,Low-Shape-Mismatched,343,1,No_cue
15,23,right,female,Low-Shape-Matched,344,0,Alter_cue
15,23,right,female,Low-Shape-Matched,462,0,Alter_cue
15,23,right,female,Low-Shape-Matched,380,1,No_cue
15,23,right,female,High-shape_Matched,379,1,No_cue
15,23,right,female,Low-Shape-Matched,480,1,No_cue
15,23,right,female,High-shape_Matched,449,0,No_cue
15,23,right,female,Low-Shape-Mismatched,552,1,Alter_cue
15,23,right,female,Low-Shape-Mismatched,442,1,No_cue
15,23,right,female,Low-Shape-Mismatched,313,1,Alter_cue
15,23,right,female,High-shape_Mismatched,503,0,No_cue
23,24,right,female,High-shape_Mismatched,693,1,No_cue
23,24,right,female,Low-Shape-Mismatched,692,0,No_cue
23,24,right,female,Low-Shape-Mismatched,536,1,No_cue
23,24,right,female,Low-Shape-Matched,713,1,Alter_cue
23,24,right,female,High-shape_Matched,490,1,No_cue
23,24,right,female,Low-Shape-Mismatched,546,1,Alter_cue
23,24,right,female,High-shape_Mismatched,391,0,Alter_cue
23,24,right,female,High-shape_Mismatched,525,1,Alter_cue
23,24,right,female,High-shape_Mismatched,582,1,No_cue
23,24,right,female,Low-Shape-Matched,982,1,Alter_cue
23,24,right,female,Low-Shape-Matched,521,1,No_cue
23,24,right,female,Low-Shape-Matched,408,1,Alter_cue
23,24,right,female,Low-Shape-Matched,413,1,No_cue
23,24,right,female,Low-Shape-Matched,238,1,Alter_cue
23,24,right,female,Low-Shape-Matched,233,1,No_cue
23,24,right,female,High-shape_Mismatched,369,0,No_cue
23,24,right,female,High-shape_Mismatched,646,1,No_cue
23,24,right,female,Low-Shape-Matched,551,1,Alter_cue
23,24,right,female,High-shape_Matched,626,0,No_cue
23,24,right,female,Low-Shape-Mismatched,579,1,No_cue
23,24,right,female,High-shape_Mismatched,503,1,No_cue
23,24,right,female,High-shape_Matched,462,1,No_cue
23,24,right,female,High-shape_Mismatched,486,1,No_cue
23,24,right,female,High-shape_Matched,607,0,No_cue
23,24,right,female,High-shape_Matched,492,1,Alter_cue
23,24,right,female,High-shape_Matched,463,1,Alter_cue
23,24,right,female,High-shape_Mismatched,658,1,No_cue
23,24,right,female,High-shape_Matched,674,1,No_cue
23,24,right,female,Low-Shape-Mismatched,612,1,Alter_cue
23,24,right,female,Low-Shape-Mismatched,648,1,No_cue
23,24,right,female,High-shape_Matched,564,1,Alter_cue
23,24,right,female,Low-Shape-Matched,617,1,No_cue
23,24,right,female,Low-Shape-Matched,508,1,Alter_cue
23,24,right,female,Low-Shape-Matched,310,1,Alter_cue
23,24,right,female,High-shape_Mismatched,596,1,Alter_cue
23,24,right,female,Low-Shape-Matched,564,1,No_cue
23,24,right,female,Low-Shape-Matched,581,1,Alter_cue
23,24,right,female,Low-Shape-Mismatched,550,0,Alter_cue
23,24,right,female,High-shape_Matched,452,1,No_cue
23,24,right,female,Low-Shape-Matched,460,0,Alter_cue
23,24,right,female,High-shape_Mismatched,563,1,Alter_cue
23,24,right,female,High-shape_Mismatched,618,1,Alter_cue
23,24,right,female,High-shape_Mismatched,512,1,No_cue
23,24,right,female,Low-Shape-Matched,716,1,No_cue
23,24,right,female,Low-Shape-Mismatched,440,0,No_cue
23,24,right,female,High-shape_Mismatched,461,0,Alter_cue
23,24,right,female,Low-Shape-Matched,311,0,No_cue
23,24,right,female,High-shape_Mismatched,538,1,Alter_cue
23,24,right,female,Low-Shape-Mismatched,617,1,Alter_cue
23,24,right,female,Low-Shape-Mismatched,433,1,Alter_cue
23,24,right,female,Low-Shape-Matched,530,0,No_cue
23,24,right,female,High-shape_Matched,525,1,No_cue
23,24,right,female,High-shape_Matched,480,0,No_cue
23,24,right,female,High-shape_Mismatched,531,1,Alter_cue
23,24,right,female,Low-Shape-Matched,718,1,No_cue
23,24,right,female,High-shape_Matched,552,1,No_cue
23,24,right,female,Low-Shape-Matched,590,0,No_cue
23,24,right,female,Low-Shape-Matched,595,1,No_cue
23,24,right,female,Low-Shape-Mismatched,634,1,Alter_cue
23,24,right,female,Low-Shape-Mismatched,887,0,No_cue
23,24,right,female,High-shape_Mismatched,807,1,No_cue
23,24,right,female,High-shape_Mismatched,613,1,No_cue
23,24,right,female,Low-Shape-Mismatched,542,0,No_cue
23,24,right,female,High-shape_Mismatched,664,1,No_cue
23,24,right,female,High-shape_Matched,638,1,No_cue
23,24,right,female,Low-Shape-Mismatched,550,1,Alter_cue
23,24,right,female,Low-Shape-Mismatched,736,1,No_cue
23,24,right,female,Low-Shape-Mismatched,592,1,Alter_cue
23,24,right,female,Low-Shape-Mismatched,381,1,Alter_cue
23,24,right,female,Low-Shape-Matched,550,1,No_cue
23,24,right,female,Low-Shape-Mismatched,608,1,No_cue
23,24,right,female,Low-Shape-Mismatched,607,1,No_cue
23,24,right,female,Low-Shape-Matched,551,1,No_cue
23,24,right,female,High-shape_Matched,554,1,Alter_cue
23,24,right,female,High-shape_Matched,552,0,No_cue
23,24,right,female,High-shape_Matched,482,1,Alter_cue
23,24,right,female,Low-Shape-Mismatched,694,1,No_cue
23,24,right,female,Low-Shape-Matched,605,1,No_cue
23,24,right,female,Low-Shape-Mismatched,817,1,Alter_cue
23,24,right,female,High-shape_Matched,524,1,No_cue
23,24,right,female,High-shape_Mismatched,637,1,Alter_cue
23,24,right,female,High-shape_Matched,500,1,No_cue
23,24,right,female,High-shape_Mismatched,461,1,Alter_cue
23,24,right,female,High-shape_Mismatched,789,1,Alter_cue
23,24,right,female,Low-Shape-Matched,588,0,No_cue
23,24,right,female,High-shape_Matched,445,1,Alter_cue
23,24,right,female,Low-Shape-Matched,668,1,No_cue
23,24,right,female,High-shape_Matched,554,1,No_cue
23,24,right,female,High-shape_Matched,390,1,Alter_cue
23,24,right,female,High-shape_Matched,397,1,Alter_cue
23,24,right,female,Low-Shape-Matched,545,0,Alter_cue
23,24,right,female,Low-Shape-Matched,779,1,Alter_cue
23,24,right,female,Low-Shape-Matched,467,1,Alter_cue
23,24,right,female,High-shape_Mismatched,593,1,No_cue
23,24,right,female,High-shape_Matched,455,1,Alter_cue
23,24,right,female,High-shape_Mismatched,618,0,No_cue
23,24,right,female,Low-Shape-Mismatched,665,0,Alter_cue
23,24,right,female,High-shape_Mismatched,734,1,Alter_cue
23,24,right,female,High-shape_Mismatched,479,1,No_cue
23,24,right,female,High-shape_Mismatched,347,1,No_cue
23,24,right,female,High-shape_Mismatched,300,1,No_cue
23,24,right,female,Low-Shape-Matched,453,0,Alter_cue
23,24,right,female,High-shape_Mismatched,470,1,Alter_cue
23,24,right,female,High-shape_Matched,280,0,Alter_cue
23,24,right,female,High-shape_Matched,255,1,Alter_cue
23,24,right,female,High-shape_Matched,561,0,Alter_cue
23,24,right,female,Low-Shape-Mismatched,925,1,No_cue
23,24,right,female,Low-Shape-Matched,547,1,Alter_cue
23,24,right,female,High-shape_Mismatched,547,1,No_cue
23,24,right,female,High-shape_Mismatched,644,1,Alter_cue
23,24,right,female,Low-Shape-Matched,519,1,Alter_cue
23,24,right,female,Low-Shape-Matched,575,1,Alter_cue
23,24,right,female,High-shape_Matched,560,0,Alter_cue
23,24,right,female,High-shape_Matched,321,1,Alter_cue
23,24,right,female,High-shape_Mismatched,478,1,No_cue
23,24,right,female,Low-Shape-Matched,470,1,No_cue
23,24,right,female,Low-Shape-Mismatched,849,1,Alter_cue
23,24,right,female,High-shape_Matched,527,1,No_cue
23,24,right,female,Low-Shape-Mismatched,501,1,No_cue
23,24,right,female,Low-Shape-Mismatched,461,0,Alter_cue
23,24,right,female,High-shape_Matched,554,1,Alter_cue
23,24,right,female,Low-Shape-Matched,611,1,Alter_cue
23,24,right,female,High-shape_Matched,599,1,Alter_cue
23,24,right,female,Low-Shape-Mismatched,573,1,Alter_cue
23,24,right,female,High-shape_Matched,574,1,No_cue
23,24,right,female,High-shape_Mismatched,577,1,Alter_cue
23,24,right,female,Low-Shape-Matched,415,1,Alter_cue
23,24,right,female,Low-Shape-Mismatched,583,1,No_cue
23,24,right,female,Low-Shape-Matched,791,0,Alter_cue
23,24,right,female,High-shape_Matched,474,1,No_cue
23,24,right,female,Low-Shape-Mismatched,668,1,No_cue
23,24,right,female,Low-Shape-Mismatched,663,1,No_cue
23,24,right,female,High-shape_Mismatched,365,0,Alter_cue
23,24,right,female,Low-Shape-Matched,491,1,Alter_cue
23,24,right,female,High-shape_Mismatched,673,1,Alter_cue
23,24,right,female,High-shape_Mismatched,655,0,No_cue
23,24,right,female,Low-Shape-Matched,812,1,Alter_cue
23,24,right,female,High-shape_Matched,383,1,Alter_cue
23,24,right,female,High-shape_Mismatched,589,1,Alter_cue
23,24,right,female,High-shape_Matched,592,0,Alter_cue
23,24,right,female,High-shape_Mismatched,385,0,Alter_cue
23,24,right,female,Low-Shape-Matched,838,1,No_cue
23,24,right,female,High-shape_Mismatched,723,1,Alter_cue
23,24,right,female,Low-Shape-Mismatched,0,0,Alter_cue
23,24,right,female,Low-Shape-Matched,709,1,No_cue
23,24,right,female,High-shape_Matched,717,1,Alter_cue
23,24,right,female,High-shape_Mismatched,701,1,No_cue
23,24,right,female,Low-Shape-Matched,639,1,No_cue
23,24,right,female,High-shape_Mismatched,756,1,No_cue
23,24,right,female,Low-Shape-Mismatched,414,0,No_cue
23,24,right,female,High-shape_Mismatched,566,1,No_cue
23,24,right,female,Low-Shape-Mismatched,931,1,No_cue
23,24,right,female,Low-Shape-Matched,733,0,Alter_cue
23,24,right,female,Low-Shape-Mismatched,758,1,No_cue
23,24,right,female,Low-Shape-Mismatched,615,0,No_cue
23,24,right,female,High-shape_Matched,627,1,No_cue
23,24,right,female,High-shape_Mismatched,687,1,Alter_cue
23,24,right,female,High-shape_Matched,517,1,No_cue
23,24,right,female,High-shape_Matched,0,0,No_cue
23,24,right,female,High-shape_Matched,436,1,Alter_cue
23,24,right,female,High-shape_Matched,437,1,No_cue
23,24,right,female,Low-Shape-Matched,678,0,No_cue
23,24,right,female,Low-Shape-Mismatched,379,0,No_cue
23,24,right,female,Low-Shape-Mismatched,540,1,Alter_cue
23,24,right,female,Low-Shape-Mismatched,495,1,Alter_cue
23,24,right,female,High-shape_Mismatched,545,0,No_cue
23,24,right,female,High-shape_Mismatched,778,1,Alter_cue
23,24,right,female,High-shape_Mismatched,632,1,Alter_cue
23,24,right,female,Low-Shape-Matched,683,1,No_cue
23,24,right,female,Low-Shape-Mismatched,661,1,No_cue
23,24,right,female,Low-Shape-Matched,573,1,No_cue
23,24,right,female,Low-Shape-Mismatched,631,1,Alter_cue
23,24,right,female,Low-Shape-Matched,574,0,Alter_cue
23,24,right,female,Low-Shape-Mismatched,384,0,Alter_cue
23,24,right,female,High-shape_Matched,353,1,No_cue
23,24,right,female,High-shape_Matched,792,1,Alter_cue
23,24,right,female,Low-Shape-Matched,622,1,No_cue
23,24,right,female,High-shape_Matched,746,0,Alter_cue
23,24,right,female,High-shape_Matched,354,1,No_cue
23,24,right,female,Low-Shape-Mismatched,747,1,Alter_cue
23,24,right,female,Low-Shape-Mismatched,536,1,Alter_cue
23,24,right,female,Low-Shape-Matched,667,1,Alter_cue
23,24,right,female,Low-Shape-Mismatched,0,0,No_cue
23,24,right,female,Low-Shape-Mismatched,810,0,Alter_cue
23,24,right,female,High-shape_Matched,527,1,No_cue
23,24,right,female,Low-Shape-Mismatched,592,1,No_cue
23,24,right,female,High-shape_Mismatched,990,1,No_cue
23,24,right,female,High-shape_Matched,568,1,Alter_cue
23,24,right,female,Low-Shape-Mismatched,531,1,Alter_cue
23,24,right,female,Low-Shape-Mismatched,694,1,Alter_cue
23,24,right,female,High-shape_Matched,475,1,Alter_cue
23,24,right,female,High-shape_Mismatched,594,1,Alter_cue
2,23,right,male,High-shape_Matched,587,1,No_cue
2,23,right,male,High-shape_Mismatched,588,1,Alter_cue
2,23,right,male,Low-Shape-Matched,590,1,No_cue
2,23,right,male,Low-Shape-Matched,454,1,No_cue
2,23,right,male,Low-Shape-Matched,435,1,Alter_cue
2,23,right,male,Low-Shape-Mismatched,658,1,Alter_cue
2,23,right,male,High-shape_Matched,503,1,No_cue
2,23,right,male,High-shape_Mismatched,635,1,No_cue
2,23,right,male,High-shape_Matched,571,1,Alter_cue
2,23,right,male,Low-Shape-Matched,481,1,No_cue
2,23,right,male,Low-Shape-Mismatched,573,1,No_cue
2,23,right,male,Low-Shape-Mismatched,516,1,No_cue
2,23,right,male,High-shape_Matched,415,1,No_cue
2,23,right,male,Low-Shape-Mismatched,787,1,Alter_cue
2,23,right,male,Low-Shape-Mismatched,541,1,Alter_cue
2,23,right,male,High-shape_Matched,443,1,Alter_cue
2,23,right,male,High-shape_Mismatched,618,1,No_cue
2,23,right,male,Low-Shape-Matched,600,1,Alter_cue
2,23,right,male,High-shape_Mismatched,585,1,No_cue
2,23,right,male,High-shape_Matched,546,1,No_cue
2,23,right,male,Low-Shape-Matched,549,1,Alter_cue
2,23,right,male,High-shape_Matched,545,1,Alter_cue
2,23,right,male,High-shape_Matched,428,1,No_cue
2,23,right,male,High-shape_Matched,369,1,No_cue
2,23,right,male,Low-Shape-Matched,572,1,Alter_cue
2,23,right,male,Low-Shape-Mismatched,550,1,No_cue
2,23,right,male,High-shape_Matched,493,1,No_cue
2,23,right,male,High-shape_Matched,465,1,Alter_cue
2,23,right,male,Low-Shape-Matched,475,1,Alter_cue
2,23,right,male,Low-Shape-Matched,380,1,Alter_cue
2,23,right,male,High-shape_Mismatched,368,0,Alter_cue
2,23,right,male,High-shape_Matched,400,1,Alter_cue
2,23,right,male,Low-Shape-Mismatched,497,1,Alter_cue
2,23,right,male,High-shape_Matched,495,1,No_cue
2,23,right,male,Low-Shape-Matched,930,1,No_cue
2,23,right,male,High-shape_Mismatched,628,1,Alter_cue
2,23,right,male,Low-Shape-Mismatched,690,0,No_cue
2,23,right,male,High-shape_Mismatched,642,1,No_cue
2,23,right,male,High-shape_Mismatched,549,1,No_cue
2,23,right,male,Low-Shape-Mismatched,544,1,Alter_cue
2,23,right,male,High-shape_Matched,561,1,No_cue
2,23,right,male,Low-Shape-Mismatched,700,1,Alter_cue
2,23,right,male,Low-Shape-Matched,524,1,No_cue
2,23,right,male,Low-Shape-Mismatched,599,1,No_cue
2,23,right,male,Low-Shape-Matched,602,1,No_cue
2,23,right,male,High-shape_Matched,536,1,No_cue
2,23,right,male,High-shape_Mismatched,763,1,Alter_cue
2,23,right,male,Low-Shape-Matched,546,1,Alter_cue
2,23,right,male,Low-Shape-Mismatched,617,1,No_cue
2,23,right,male,Low-Shape-Mismatched,0,0,Alter_cue
2,23,right,male,Low-Shape-Mismatched,580,1,Alter_cue
2,23,right,male,Low-Shape-Matched,505,1,No_cue
2,23,right,male,Low-Shape-Matched,500,1,No_cue
2,23,right,male,Low-Shape-Mismatched,589,1,No_cue
2,23,right,male,High-shape_Mismatched,0,0,Alter_cue
2,23,right,male,High-shape_Matched,434,1,No_cue
2,23,right,male,Low-Shape-Mismatched,478,1,No_cue
2,23,right,male,High-shape_Mismatched,860,1,Alter_cue
2,23,right,male,High-shape_Mismatched,706,1,Alter_cue
2,23,right,male,High-shape_Matched,546,1,Alter_cue
2,23,right,male,High-shape_Mismatched,578,1,Alter_cue
2,23,right,male,Low-Shape-Mismatched,617,1,Alter_cue
2,23,right,male,Low-Shape-Matched,689,1,No_cue
2,23,right,male,High-shape_Matched,563,1,No_cue
2,23,right,male,High-shape_Mismatched,565,1,No_cue
2,23,right,male,Low-Shape-Mismatched,732,1,Alter_cue
2,23,right,male,High-shape_Mismatched,619,1,Alter_cue
2,23,right,male,High-shape_Mismatched,557,1,No_cue
2,23,right,male,Low-Shape-Mismatched,580,1,Alter_cue
2,23,right,male,Low-Shape-Mismatched,516,1,Alter_cue
2,23,right,male,Low-Shape-Mismatched,487,1,No_cue
2,23,right,male,High-shape_Mismatched,466,0,No_cue
2,23,right,male,High-shape_Matched,652,1,Alter_cue
2,23,right,male,Low-Shape-Matched,712,1,No_cue
2,23,right,male,High-shape_Mismatched,503,1,No_cue
2,23,right,male,High-shape_Matched,607,1,Alter_cue
2,23,right,male,High-shape_Mismatched,739,1,Alter_cue
2,23,right,male,High-shape_Matched,575,1,No_cue
2,23,right,male,Low-Shape-Matched,548,1,No_cue
2,23,right,male,High-shape_Mismatched,507,1,No_cue
2,23,right,male,Low-Shape-Mismatched,648,1,Alter_cue
2,23,right,male,High-shape_Matched,759,1,Alter_cue
2,23,right,male,High-shape_Matched,453,1,No_cue
2,23,right,male,Low-Shape-Matched,547,1,No_cue
2,23,right,male,Low-Shape-Mismatched,573,1,No_cue
2,23,right,male,High-shape_Mismatched,770,1,Alter_cue
2,23,right,male,High-shape_Matched,441,1,Alter_cue
2,23,right,male,Low-Shape-Matched,611,1,Alter_cue
2,23,right,male,Low-Shape-Matched,488,1,No_cue
2,23,right,male,Low-Shape-Matched,661,1,Alter_cue
2,23,right,male,Low-Shape-Matched,398,1,Alter_cue
2,23,right,male,High-shape_Mismatched,451,1,Alter_cue
2,23,right,male,High-shape_Matched,561,1,No_cue
2,23,right,male,Low-Shape-Mismatched,705,1,Alter_cue
2,23,right,male,Low-Shape-Mismatched,827,1,No_cue
2,23,right,male,Low-Shape-Matched,909,1,Alter_cue
2,23,right,male,High-shape_Matched,528,1,No_cue
2,23,right,male,Low-Shape-Mismatched,523,1,Alter_cue
2,23,right,male,Low-Shape-Matched,357,1,Alter_cue
2,23,right,male,Low-Shape-Mismatched,568,1,No_cue
2,23,right,male,High-shape_Mismatched,582,1,Alter_cue
2,23,right,male,Low-Shape-Mismatched,688,1,Alter_cue
2,23,right,male,Low-Shape-Mismatched,559,1,No_cue
2,23,right,male,High-shape_Mismatched,634,1,No_cue
2,23,right,male,High-shape_Matched,642,1,Alter_cue
2,23,right,male,Low-Shape-Mismatched,570,1,No_cue
2,23,right,male,High-shape_Matched,427,1,No_cue
2,23,right,male,Low-Shape-Mismatched,550,1,No_cue
2,23,right,male,Low-Shape-Matched,535,1,Alter_cue
2,23,right,male,High-shape_Mismatched,552,1,Alter_cue
2,23,right,male,Low-Shape-Mismatched,553,1,Alter_cue
2,23,right,male,High-shape_Mismatched,640,1,Alter_cue
2,23,right,male,High-shape_Mismatched,452,1,Alter_cue
2,23,right,male,Low-Shape-Mismatched,705,1,No_cue
2,23,right,male,High-shape_Mismatched,583,1,No_cue
2,23,right,male,Low-Shape-Mismatched,675,1,Alter_cue
2,23,right,male,High-shape_Mismatched,563,1,Alter_cue
2,23,right,male,High-shape_Mismatched,628,1,No_cue
2,23,right,male,High-shape_Matched,802,0,Alter_cue
2,23,right,male,Low-Shape-Matched,490,1,No_cue
2,23,right,male,High-shape_Mismatched,604,1,No_cue
2,23,right,male,High-shape_Mismatched,575,1,Alter_cue
2,23,right,male,Low-Shape-Matched,899,0,No_cue
2,23,right,male,High-shape_Matched,519,1,No_cue
2,23,right,male,High-shape_Matched,453,1,Alter_cue
2,23,right,male,Low-Shape-Mismatched,574,1,No_cue
2,23,right,male,Low-Shape-Mismatched,763,1,Alter_cue
2,23,right,male,High-shape_Mismatched,696,1,Alter_cue
2,23,right,male,Low-Shape-Matched,598,1,No_cue
2,23,right,male,High-shape_Matched,591,1,Alter_cue
2,23,right,male,High-shape_Mismatched,617,1,No_cue
2,23,right,male,High-shape_Matched,519,1,No_cue
2,23,right,male,High-shape_Mismatched,467,1,No_cue
2,23,right,male,High-shape_Mismatched,495,1,Alter_cue
2,23,right,male,Low-Shape-Matched,544,1,Alter_cue
2,23,right,male,Low-Shape-Mismatched,451,1,No_cue
2,23,right,male,Low-Shape-Matched,559,1,No_cue
2,23,right,male,High-shape_Matched,654,1,Alter_cue
2,23,right,male,Low-Shape-Matched,644,1,No_cue
2,23,right,male,High-shape_Matched,503,1,Alter_cue
2,23,right,male,Low-Shape-Mismatched,574,1,Alter_cue
2,23,right,male,Low-Shape-Mismatched,505,0,Alter_cue
2,23,right,male,Low-Shape-Matched,458,1,Alter_cue
2,23,right,male,Low-Shape-Mismatched,506,1,No_cue
2,23,right,male,High-shape_Matched,679,1,Alter_cue
2,23,right,male,High-shape_Mismatched,559,1,No_cue
2,23,right,male,High-shape_Matched,488,1,No_cue
2,23,right,male,Low-Shape-Mismatched,616,1,No_cue
2,23,right,male,Low-Shape-Matched,508,1,Alter_cue
2,23,right,male,High-shape_Matched,509,1,Alter_cue
2,23,right,male,High-shape_Mismatched,574,1,Alter_cue
2,23,right,male,Low-Shape-Matched,460,1,No_cue
2,23,right,male,High-shape_Mismatched,801,1,Alter_cue
2,23,right,male,High-shape_Mismatched,477,1,No_cue
2,23,right,male,High-shape_Matched,590,1,No_cue
2,23,right,male,High-shape_Matched,513,1,No_cue
2,23,right,male,High-shape_Mismatched,692,1,Alter_cue
2,23,right,male,Low-Shape-Matched,568,1,Alter_cue
2,23,right,male,High-shape_Matched,463,1,Alter_cue
2,23,right,male,High-shape_Mismatched,694,1,No_cue
2,23,right,male,Low-Shape-Matched,503,1,Alter_cue
2,23,right,male,High-shape_Mismatched,496,1,No_cue
2,23,right,male,Low-Shape-Mismatched,583,1,No_cue
2,23,right,male,High-shape_Mismatched,628,0,No_cue
2,23,right,male,High-shape_Mismatched,602,1,No_cue
2,23,right,male,High-shape_Matched,464,1,Alter_cue
2,23,right,male,Low-Shape-Mismatched,689,1,No_cue
2,23,right,male,High-shape_Matched,484,1,Alter_cue
2,23,right,male,Low-Shape-Mismatched,549,1,Alter_cue
2,23,right,male,High-shape_Matched,642,1,Alter_cue
2,23,right,male,Low-Shape-Matched,933,1,Alter_cue
2,23,right,male,High-shape_Matched,467,1,Alter_cue
2,23,right,male,High-shape_Matched,615,1,No_cue
2,23,right,male,High-shape_Matched,392,1,No_cue
2,23,right,male,Low-Shape-Matched,519,1,No_cue
2,23,right,male,Low-Shape-Matched,740,1,Alter_cue
2,23,right,male,Low-Shape-Matched,417,1,Alter_cue
2,23,right,male,Low-Shape-Matched,468,1,Alter_cue
2,23,right,male,High-shape_Matched,402,1,Alter_cue
2,23,right,male,Low-Shape-Mismatched,528,1,No_cue
2,23,right,male,Low-Shape-Matched,387,1,Alter_cue
2,23,right,male,High-shape_Mismatched,507,1,Alter_cue
2,23,right,male,Low-Shape-Mismatched,443,0,Alter_cue
2,23,right,male,High-shape_Mismatched,463,0,No_cue
2,23,right,male,Low-Shape-Matched,483,1,Alter_cue
2,23,right,male,Low-Shape-Matched,546,1,No_cue
2,23,right,male,Low-Shape-Matched,427,1,No_cue
2,23,right,male,Low-Shape-Mismatched,657,1,No_cue
2,23,right,male,Low-Shape-Matched,586,1,No_cue
2,23,right,male,High-shape_Mismatched,692,1,No_cue
2,23,right,male,Low-Shape-Matched,812,1,No_cue
2,23,right,male,Low-Shape-Mismatched,570,1,Alter_cue
6,25,right,male,Low-Shape-Mismatched,751,1,No_cue
